id,target
776,0.2304357
778,0.21105184
779,0.05364114
781,0.61406875
783,0.904049
784,0.03544276
785,0.3454971
786,0.0470952
791,0.07935949
796,0.65736717
797,0.6739065
802,0.08221033
807,0.059105847
815,0.10390896
816,0.021842591
818,0.17558245
821,0.2631466
822,0.033047646
828,0.5494657
833,0.78117144
835,0.26102504
836,0.37456673
837,0.036603123
840,0.59640604
843,0.6263959
850,0.027788112
852,0.86878145
856,0.40632477
857,0.0015291091
859,0.60896814
861,0.106805354
862,0.049696736
863,0.3520209
864,0.9434071
865,0.10281203
869,0.19355516
872,0.24932846
876,0.069080696
877,0.009115079
878,0.31181893
880,0.44726458
883,0.5483989
888,0.9077918
889,0.04302343
890,0.3366018
894,0.090371616
896,0.24566348
898,0.39236414
903,0.8056436
905,0.50990766
906,0.018409241
907,0.061204262
908,0.30206576
911,0.1059519
914,0.5004742
918,0.11143086
919,0.06260757
920,0.07180838
922,0.20577566
923,0.08652718
924,0.58997685
925,0.027343001
930,0.71966946
931,0.4575137
933,0.034400463
934,0.13157377
936,0.0952031
937,0.6056817
942,0.25964066
944,0.63786274
951,0.018970989
952,0.071418405
953,0.5368751
959,0.18937472
961,0.070505284
962,0.05296254
964,0.18140312
967,0.24436522
968,0.06038211
971,0.11263724
973,0.013631822
975,0.041738566
976,0.18258327
977,0.54717654
982,0.17623201
983,0.1403184
984,0.28463286
985,0.25108778
989,0.004098249
991,0.016311336
994,0.29416138
996,0.9897601
1000,0.6557789
1005,0.9194222
1008,0.038455345
1009,0.028990924
1010,0.14983547
1018,0.029885253
1019,0.0042285863
1021,0.042212084
1024,0.6479904
1025,0.017066903
1028,0.9103162
1030,0.06965046
1031,0.66591644
1032,0.61593306
1033,0.13477403
1034,0.1097767
1037,0.6546542
1042,0.24986766
1045,0.00029234952
1046,0.5835055
1047,0.3612771
1048,0.0147564355
1049,0.8917821
1055,0.38519013
1061,0.017469456
1069,0.18316281
1072,0.1932204
1073,0.5959067
1075,0.65960836
1076,0.2114697
1086,0.10084126
1087,0.7221591
1088,0.3865743
1089,0.16303991
1091,0.028198352
1093,0.06938899
1094,0.81862026
1097,0.23340455
1098,0.53848356
1102,0.5961623
1103,0.1692056
1105,0.73920345
1108,0.24636053
1117,0.036602926
1126,0.06101944
1136,0.0010385253
1143,0.3242449
1144,0.14308637
1145,0.71083707
1147,0.20542805
1148,0.038970515
1151,0.07255612
1155,0.7466392
1157,0.46915254
1158,0.002002323
1159,0.67479
1162,0.0686786
1164,0.0051475167
1165,0.021871278
1169,0.035345055
1171,0.56743306
1173,0.039691754
1174,0.5349171
1175,0.242747
1177,0.1413843
1178,0.15450116
1179,0.052395172
1180,0.017501824
1181,0.071279295
1182,0.33054316
1183,0.021689514
1186,0.07788276
1189,0.24068479
1191,0.21228279
1192,0.46504477
1193,0.31118587
1195,0.0014014217
1196,0.3738005
1197,0.64248747
1198,0.021431446
1199,0.64866054
1202,0.039909706
1203,0.053776804
1210,0.013230129
1211,0.25458378
1217,0.033110548
1218,0.050650902
1220,0.86357
1223,0.0013888102
1224,0.38019085
1225,0.8433037
1227,0.09004815
1237,0.083975226
1238,0.65271986
1244,0.20092458
1246,0.05691901
1249,0.027344452
1250,0.02285742
1254,0.9770175
1257,0.17920128
1258,0.003703303
1262,0.010897099
1269,0.8498346
1270,0.39075673
1273,0.039798938
1274,0.11987279
1275,0.75433207
1277,0.08988925
1278,0.06298101
1283,0.015796417
1284,0.6741094
1286,0.9242652
1292,0.19256572
1296,0.07780675
1300,0.06321505
1301,0.096005
1308,0.0013544314
1312,0.088609576
1313,0.5607192
1314,0.03223745
1316,0.033238087
1317,0.39260295
1318,0.37400484
1321,0.3638871
1323,0.87197727
1324,0.11277432
1326,0.7695966
1327,0.39206204
1328,0.7499522
1329,0.34859666
1333,0.00022057164
1335,0.094861925
1341,0.15141846
1343,0.110327624
1344,0.058608405
1349,0.17829858
1350,0.0679989
1357,0.89563197
1360,0.027369862
1363,0.12925272
1365,0.0051489826
1367,0.15631583
1373,0.09096317
1374,0.061750926
1378,0.025121076
1379,0.82201135
1381,0.1843475
1386,0.799168
1389,0.018935997
1392,0.0013190077
1393,0.07794609
1394,0.07935025
1397,0.020107403
1400,0.31024668
1402,0.01308467
1403,0.03299208
1405,0.013256629
1407,0.16327481
1414,0.8477701
1417,0.009280001
1420,0.10080911
1422,0.18631572
1423,0.08662818
1425,0.016549714
1436,0.093241505
1443,0.01663141
1451,0.4544677
1457,0.9973008
1460,0.58880514
1461,0.6600581
1462,0.3573857
1466,0.09393187
1467,0.06959107
1468,0.5903716
1469,0.14226618
1473,0.04776419
1474,0.006286768
1476,0.010230577
1477,0.3696132
1478,0.025018517
1479,0.06666258
1480,0.8779659
1483,0.1537384
1484,0.1985199
1485,0.2459907
1492,0.0016205305
1498,0.49114284
1500,0.07213279
1501,0.12355609
1503,0.76934874
1505,0.11699326
1506,0.061833043
1508,0.6736394
1510,0.13926777
1511,0.9215747
1513,0.016396409
1514,0.046690773
1516,0.73069835
1519,0.088704646
1523,0.040853713
1524,0.0007894198
1533,0.028435692
1535,0.07583597
1538,0.14311704
1541,0.12457301
1542,0.022163397
1544,0.012147227
1545,0.7812508
1549,0.27391338
1550,0.0049950797
1551,0.06470218
1554,0.2548302
1563,0.20412932
1571,0.9467027
1574,0.5089677
1577,0.28611282
1579,0.091740176
1580,0.028073195
1581,0.27195957
1582,0.020412873
1583,0.10477907
1585,0.1689758
1586,0.7404635
1591,0.11430387
1595,0.35127178
1599,0.07259904
1600,0.048530407
1604,0.028919064
1606,0.82916117
1607,0.043640822
1612,0.09309075
1615,0.09097957
1618,0.9833965
1619,0.7944057
1620,0.9074538
1621,0.88586104
1622,0.041579887
1623,0.035643198
1624,0.0076606385
1629,0.009332413
1631,0.014115193
1635,0.04051448
1637,0.99510574
1639,0.009408438
1640,0.011957358
1642,0.0011116079
1643,0.069019295
1644,0.07039037
1645,0.75327885
1649,0.13259068
1650,0.03874071
1651,0.09182564
1654,0.021382393
1655,0.009560748
1656,0.03962412
1660,0.021281552
1663,0.18361329
1665,0.17064269
1666,0.18254784
1668,0.969959
1670,0.14917599
1671,0.9560125
1673,0.47874224
1674,0.025721671
1675,0.0010558261
1677,0.8505691
1678,0.15294233
1679,0.5612253
1681,0.21028326
1684,0.118498445
1686,0.9230967
1687,0.6378626
1690,0.6529496
1692,0.7667145
1695,0.9937919
1696,0.18453373
1697,0.6859559
1699,0.2567192
1700,0.10279367
1701,0.051925004
1705,0.9118662
1707,0.0020330031
1713,0.82603365
1714,0.016759627
1717,0.0069463635
1719,0.17971897
1721,0.79993165
1722,0.012394007
1723,0.42022434
1724,0.03936933
1727,0.03292261
1729,0.033939447
1733,0.029246906
1734,0.99948645
1737,0.06353047
1738,0.8568571
1743,0.31746134
1745,0.41404334
1748,0.77956593
1749,0.9794621
1751,0.023122137
1753,0.00087643956
1754,0.0015036801
1759,0.04740416
1761,0.25276482
1762,0.002862459
1764,0.99222785
1768,0.32063234
1772,0.097428165
1774,0.0087493695
1775,0.008492066
1780,0.024270969
1782,0.020123504
1783,0.6531668
1794,0.5475291
1795,0.06037764
1796,0.10949266
1797,0.038333643
1798,0.038531836
1799,0.18550932
1801,0.122330956
1803,0.0014878586
1806,0.030090107
1807,0.15500548
1810,0.008101118
1811,0.14987369
1813,0.15052615
1816,0.0024329443
1823,0.12636715
1825,0.62142825
1826,0.08983797
1830,0.036151126
1831,0.13255131
1832,0.86774707
1836,0.0006759066
1837,0.9839982
1839,0.5339496
1840,0.38590452
1844,0.59556836
1846,0.11754226
1851,0.18513247
1855,0.2793445
1860,0.6493197
1872,0.0012928131
1873,0.05333959
1876,0.027771305
1877,0.2635973
1878,0.004530064
1880,0.09471971
1884,0.16253848
1885,0.3002233
1886,0.79429954
1894,0.012207873
1895,0.99979275
1896,0.6782402
1898,0.0043370314
1902,0.016540613
1903,0.58427906
1905,0.26091734
1906,0.04956393
1908,0.007232606
1909,0.24317554
1910,0.24367388
1911,0.15520427
1914,0.0447417
1916,0.28268608
1917,0.52734685
1921,0.046847735
1923,0.7128253
1926,0.13938989
1928,0.12092909
1934,0.018304246
1935,0.009028415
1936,0.1452031
1937,0.53115
1938,0.16363075
1940,0.23269019
1941,0.97028023
1943,0.81175447
1946,0.5906672
1948,0.41836217
1953,0.9906192
1954,0.2076777
1964,0.15988132
1966,0.7998184
1967,0.0032275715
1968,0.93727875
1970,0.010593329
1971,0.26035562
1977,0.0035085145
1978,0.91028196
1980,0.7591396
1985,0.77430755
1987,0.07110991
1991,0.6025318
1993,0.18906394
1994,0.6089903
1998,0.99523205
1999,0.40148836
2000,0.890184
2001,0.039050333
2003,0.68620443
2004,0.2722336
2005,0.11560157
2006,0.0059110387
2010,0.82514143
2012,0.008071096
2014,0.006303588
2016,0.18029653
2019,0.08817811
2021,0.02789402
2022,0.0054600327
2023,0.16998184
2026,0.00028757725
2029,0.011303827
2031,0.19865492
2034,0.8552644
2036,0.6650154
2038,0.16472183
2039,0.005628557
2044,0.21824092
2046,0.2733854
2048,0.014721309
2054,0.0063924026
2055,0.7590657
2058,0.72437876
2061,0.046146024
2063,0.20898058
2066,0.10780856
2069,0.04638022
2072,0.22416116
2073,0.035152543
2077,0.9217589
2084,0.0005616543
2085,0.8277758
2087,0.6255033
2089,0.1269341
2090,0.037579704
2091,0.08988631
2092,0.7654088
2093,0.39762366
2098,0.018799666
2100,0.14480655
2101,0.04059982
2104,0.85535616
2111,0.20234199
2112,0.05308814
2113,0.6053693
2115,0.3322327
2117,0.06239319
2118,0.19937147
2121,0.31614494
2126,0.968164
2130,0.34206957
2132,0.08055105
2134,0.07886026
2137,0.013051423
2138,0.55727535
2140,0.033394463
2141,0.12376398
2142,0.26488295
2144,0.5230318
2145,0.15406385
2146,0.123300694
2147,0.0092476765
2150,0.4887387
2151,0.11869448
2154,0.2306211
2155,0.00019411059
2156,0.6287418
2157,0.919361
2158,0.73485553
2164,0.010759933
2169,0.22420333
2170,0.016153926
2172,0.10138039
2179,0.7738397
2181,0.04931742
2185,0.08632062
2188,0.025430523
2189,0.16308859
2191,0.42395565
2194,0.051889203
2201,0.16649881
2202,0.10145174
2203,0.0727374
2204,0.016211554
2207,0.91422653
2210,0.038918015
2212,0.26127902
2213,0.8448511
2217,0.066840425
2218,0.0022176164
2225,0.78902614
2227,0.23789376
2230,0.13134341
2232,0.74015427
2233,0.042213686
2239,0.14666453
2243,0.9554268
2245,0.95004195
2249,0.051322307
2251,0.7079937
2254,0.18229501
2258,0.65673226
2259,0.90253955
2260,0.05173267
2262,0.12810571
2263,0.024038216
2264,0.011263439
2265,0.14099312
2266,0.59796846
2273,0.17148092
2276,0.17525062
2279,0.376316
2281,0.37750927
2284,0.039654147
2285,0.9733416
2288,0.0024453842
2291,0.015322462
2294,0.22860754
2300,0.01564169
2301,0.37198073
2302,0.041086633
2303,0.27421838
2304,0.9265727
2306,0.04718213
2307,0.487036
2309,0.21233217
2310,0.28966323
2311,0.9689118
2313,0.0017673165
2314,0.038879238
2316,0.03808898
2318,0.0130406115
2321,0.027046656
2325,0.041907407
2327,0.4153904
2328,0.8110168
2329,0.80874515
2334,0.03441099
2335,0.10767198
2336,0.7549021
2338,0.0011436429
2342,0.24606985
2344,0.22895965
2347,0.65960264
2348,0.022964187
2352,0.1185817
2355,0.031630896
2356,0.013549945
2357,0.1030118
2361,0.109386295
2364,0.9551878
2365,0.013350795
2366,0.47116026
2367,0.060279615
2373,0.021792522
2376,0.12517083
2377,0.17261426
2378,0.42644683
2379,0.49724033
2380,0.049327437
2381,0.65609276
2384,0.00798396
2386,0.38431504
2388,0.03807798
2390,0.2870044
2392,0.054068793
2393,0.03506278
2394,0.9911981
2395,0.3885397
2397,0.018068045
2400,0.5073818
2403,0.12269426
2406,0.62626535
2407,0.06796218
2408,0.055267815
2411,0.060362924
2413,0.8851058
2417,0.032256402
2422,0.026172968
2425,0.00063504657
2426,0.9403778
2429,0.7519231
2432,0.15220843
2435,0.03796477
2437,0.009852308
2438,0.6011314
2440,0.017702071
2443,0.01244943
2444,0.24940443
2445,0.003417107
2448,0.0034649903
2450,0.0003849532
2451,0.0013316935
2455,0.43545943
2456,0.0008425359
2458,0.8343082
2460,0.3313806
2461,0.5674079
2463,0.06634442
2467,0.010980324
2469,0.05622702
2473,0.01929951
2476,0.10881223
2482,0.32221696
2486,0.10376065
2488,0.84267557
2492,0.024657566
2493,0.36843842
2496,0.0031752205
2497,0.030603983
2501,0.0028011003
2505,0.066912726
2509,0.09741948
2510,0.5054023
2511,0.055525966
2512,0.19432186
2514,0.751646
2516,0.004637008
2519,0.030125126
2521,0.54086196
2524,0.030807367
2526,0.45100656
2531,0.017851632
2534,0.3746294
2537,0.034844622
2541,0.2789932
2542,0.010612314
2543,0.007877884
2546,0.042108513
2549,0.0439548
2550,0.04422174
2552,0.06754736
2553,0.015561607
2554,0.80189353
2559,0.13725094
2562,0.08556631
2566,0.19739199
2569,0.013992833
2577,0.10720229
2578,0.26812127
2581,0.17329073
2583,0.001699693
2584,0.09468809
2585,0.11959071
2588,0.06257956
2589,0.14846694
2590,0.0661135
2596,0.2023941
2597,0.084027715
2599,0.1742832
2601,0.09029479
2602,0.900522
2604,0.06183343
2608,0.29647243
2610,0.6327273
2615,0.34491837
2616,0.17466925
2617,0.008470412
2618,0.1030937
2619,0.015629783
2620,0.0065734726
2624,0.21615575
2626,0.14090598
2631,0.10514991
2632,0.13774142
2634,0.042165034
2635,0.0060979584
2637,0.21032275
2643,0.05034388
2644,0.99201536
2645,0.12299871
2647,0.28952786
2648,0.043064527
2650,0.6240899
2651,0.03915082
2652,0.030987913
2653,0.9309121
2654,0.06450056
2658,0.23528358
2659,0.07442091
2660,0.8649365
2663,0.4975007
2667,0.00115804
2670,0.042777285
2671,0.02227178
2673,0.0037606515
2675,0.14067367
2679,0.1290239
2680,0.28452432
2683,0.20631646
2690,0.08698044
2691,0.038703557
2699,0.042567883
2700,0.3754752
2701,0.043124925
2704,0.97212213
2707,0.06444641
2709,0.862468
2710,0.03352037
2711,0.68774694
2712,0.5389873
2719,0.01973592
2720,0.76516116
2721,0.05825887
2723,0.040761694
2732,0.50195605
2734,0.0051634135
2735,0.049127534
2737,0.05723973
2744,0.09493565
2748,0.003116777
2749,0.36165082
2753,0.18050797
2755,0.11044275
2756,0.48884594
2758,0.010556016
2759,0.13254654
2761,0.92228866
2765,0.009977737
2772,0.06986568
2778,0.17626195
2786,0.26984596
2789,0.013358101
2792,0.18755333
2801,0.0021172825
2802,0.2836318
2812,0.047911357
2813,0.03956035
2815,0.010305362
2816,0.6578702
2817,0.98617494
2818,0.0018745335
2820,0.21425107
2822,0.013392861
2824,0.10709317
2827,0.23151758
2830,0.36215535
2834,0.041664105
2837,0.041841723
2838,0.23326479
2839,0.06456517
2844,0.41567525
2845,0.0078872675
2846,0.062213533
2850,0.0012115776
2856,0.056203075
2857,0.075919755
2858,0.2146681
2865,0.04394204
2866,0.11440862
2870,0.3576824
2872,0.019615723
2875,0.0196357
2877,0.035869654
2878,0.52377564
2879,0.23432377
2882,0.019078536
2886,0.11830793
2892,0.589051
2895,0.082983114
2898,0.12766969
2902,0.07887861
2904,0.26697016
2906,0.0029937695
2908,0.79949516
2913,0.0303684
2914,0.06224087
2918,0.9964051
2922,0.027695425
2924,0.54975426
2927,0.14805432
2929,0.026903689
2931,0.5565158
2932,0.0028608916
2937,0.09326694
2938,0.4008159
2940,0.33215737
2942,0.18784435
2945,0.022467041
2946,0.13331273
2947,0.0867355
2949,0.3369835
2950,0.10616382
2957,0.01555954
2961,0.62315553
2964,0.541304
2965,0.27208146
2971,0.07696692
2975,0.2155653
2980,0.3053596
2984,0.07198008
2987,0.072453134
2990,0.9385042
2994,0.048051897
2998,0.13469933
2999,0.24537556
3001,0.06284288
3004,0.009342023
3005,0.24732104
3006,0.004132294
3011,0.2899795
3014,0.2704166
3020,0.6459111
3022,0.11598306
3023,0.7513332
3026,0.1156494
3028,0.17675048
3029,0.6984064
3031,0.39170462
3032,0.055625323
3034,0.13031611
3037,0.010337588
3040,0.034373056
3042,0.9895247
3043,0.019665746
3047,0.3019833
3048,0.35397354
3053,0.03958993
3056,0.028115688
3057,0.03580773
3058,0.05861164
3059,0.09989284
3065,0.058790114
3071,0.15536669
3075,0.08677279
3077,0.3986722
3078,0.0005974023
3082,0.015813062
3083,0.0039952598
3087,0.8287987
3088,0.78962415
3089,0.61457014
3091,0.14585243
3092,0.07655935
3093,0.04608882
3095,0.41581553
3098,0.28088194
3103,0.19595377
3104,0.048776533
3105,0.90115184
3114,0.50964
3118,0.18791822
3119,0.061679814
3123,0.05586822
3125,0.9644639
3133,0.23283586
3143,0.30595434
3145,0.29919392
3147,0.025531726
3148,0.018817134
3150,0.4481435
3156,0.03644648
3159,0.19767189
3160,0.7418361
3163,0.977815
3164,0.025552353
3165,0.06687975
3166,0.9837481
3168,0.7186318
3170,0.07791398
3171,0.16406377
3177,0.011110539
3178,0.6737162
3180,0.22049531
3185,0.05474475
3190,0.36643374
3191,0.41820174
3192,0.022304377
3193,0.10291617
3196,0.06532344
3197,0.23291968
3199,0.19080365
3206,0.18085375
3211,0.0012459524
3216,0.8135833
3217,0.107642785
3218,0.11104924
3221,0.13675122
3223,0.3755397
3229,0.0045214538
3230,0.15296233
3233,0.077822044
3235,0.03645775
3236,0.030309951
3242,0.34325227
3246,0.7591211
3250,0.19272386
3252,0.04559744
3258,0.12352526
3260,0.4486552
3262,0.02461927
3266,0.090912364
3267,0.3128362
3268,0.02932262
3270,0.07531134
3280,0.0739678
3281,0.03409366
3282,0.6081916
3283,0.20210636
3284,0.041415296
3285,0.0029989544
3286,0.0089632105
3287,0.048979063
3288,0.13504536
3289,0.08746286
3291,0.98523474
3292,0.14802143
3293,0.9389922
3295,0.39192683
3296,0.64530444
3297,0.044071935
3306,0.063686416
3311,0.047960974
3312,0.4342408
3314,0.13508007
3318,0.038483523
3321,0.9932514
3325,0.0050992547
3329,0.3093707
3330,0.10685277
3332,0.8383878
3333,0.05130351
3334,0.39156005
3336,0.0035159243
3338,0.037816428
3339,0.14587903
3340,0.011688821
3341,0.90873754
3342,0.020870635
3344,0.15377353
3345,0.0017314234
3347,0.15509841
3348,0.8414626
3350,0.02225121
3351,0.022101413
3352,0.2321245
3354,0.27102876
3357,0.21959798
3358,0.0123576615
3361,0.0067737433
3367,0.60811436
3371,0.1704826
3374,0.97856313
3375,0.06353721
3378,0.011779331
3382,0.97255635
3385,0.0015970463
3388,0.07565773
3389,0.020379985
3391,0.34621853
3392,0.2899101
3394,0.99611306
3395,0.41329572
3397,0.29596284
3399,0.21017104
3402,0.040300213
3404,0.0052715535
3409,0.038549595
3410,0.552113
3411,0.92757636
3414,0.4291232
3417,0.11763397
3418,0.07731927
3420,0.23546863
3428,0.07498012
3429,0.16742228
3432,0.038854644
3437,0.91265357
3439,0.0057685105
3444,0.95942867
3448,0.004418156
3449,0.009616097
3452,0.0072792643
3454,0.062515564
3461,0.53673786
3463,0.91099674
3464,0.32071787
3465,0.034248795
3466,0.7545917
3472,0.805749
3473,0.05849651
3474,0.3730738
3475,0.3713101
3476,0.29425758
3477,0.9151877
3481,0.41932687
3482,0.11000833
3483,0.017080346
3489,0.13722536
3494,0.00829447
3495,0.0533815
3498,0.9752842
3505,0.03888514
3507,0.20588358
3510,0.07597552
3512,0.008432714
3515,0.34181294
3516,0.707982
3519,0.09456924
3525,0.23209316
3527,0.11307907
3529,0.0044025267
3532,0.9458374
3533,0.09853023
3536,0.7035599
3537,0.06995372
3538,0.0014973092
3539,0.0034527343
3540,0.4907942
3541,0.09372068
3548,0.017811747
3550,0.1331602
3551,0.8272116
3553,0.15175126
3554,0.07363009
3557,0.026833413
3565,0.20180787
3572,0.01968018
3573,0.9967789
3574,0.60886765
3577,0.014749034
3579,0.103061825
3580,0.162995
3582,0.9895564
3583,0.09706655
3585,0.52761525
3590,0.015457971
3594,0.32529598
3596,0.13115694
3597,0.071781345
3601,0.021223953
3608,0.07880286
3609,0.9932724
3610,0.10567342
3611,0.2756976
3614,0.020123778
3619,0.0049815984
3621,0.89557326
3625,0.5635311
3627,0.0049562873
3629,0.97017765
3633,0.044608857
3635,0.7487232
3638,0.10732568
3642,0.16281193
3645,0.0608154
3648,0.006059874
3653,0.67848915
3655,0.059266694
3656,0.005106876
3657,0.9997296
3660,0.34219152
3665,0.38306957
3667,0.036970783
3668,0.026511885
3672,0.21400364
3673,0.8612137
3676,0.00014610589
3677,0.12620346
3678,0.22154956
3683,0.062910974
3686,0.18029542
3687,0.2200852
3688,0.14903288
3692,0.26774776
3693,0.60952204
3695,0.015692854
3698,0.15323377
3699,0.06937456
3700,0.106412575
3701,0.1286601
3702,0.109986424
3704,0.046970043
3706,0.15739387
3716,0.64092076
3717,0.019682936
3720,0.042583276
3722,0.6337219
3724,0.008700783
3726,0.4847465
3730,0.67396486
3731,0.24700756
3733,0.2788468
3734,0.4262113
3735,0.8221692
3736,0.030219564
3737,0.044722695
3740,0.038461942
3743,0.10286938
3744,0.0005940095
3747,0.15828611
3748,0.7609187
3749,0.33909622
3750,0.090821914
3751,0.5926934
3757,0.9720291
3758,0.051142935
3763,0.05620798
3765,0.16378795
3766,0.3099831
3768,0.032612123
3769,0.0055527226
3770,0.15028283
3772,0.8898687
3774,0.18123618
3778,0.20449603
3779,0.0043047103
3780,0.80952
3784,0.024779093
3785,0.36914402
3787,0.8926607
3796,0.34106013
3798,0.00083822344
3800,0.30115178
3801,0.14246362
3805,0.20342563
3806,0.032210685
3808,0.0005708731
3809,0.933328
3810,0.99945515
3811,0.55041766
3812,0.02745276
3815,0.0506938
3816,0.91175526
3817,0.11009589
3819,0.13960153
3820,0.046711814
3822,0.049797807
3823,0.7116142
3826,0.33688003
3827,0.027643323
3829,0.074237384
3830,0.009720059
3833,0.009834304
3834,0.89070696
3835,0.0040123696
3836,0.99909866
3837,0.008569582
3843,0.54410857
3844,0.35759595
3845,0.9421152
3846,0.003654778
3847,0.109146744
3849,0.079717785
3852,0.20372868
3853,0.057624396
3854,0.63451195
3856,0.02631107
3857,0.17608835
3858,0.07292368
3859,0.06474118
3862,0.26260734
3864,0.13823128
3867,0.1172056
3868,0.381644
3869,0.0054029063
3870,0.013581855
3871,0.1465335
3872,0.5172989
3874,0.13504633
